0|EAC4468893_1|1|1|emrC_Lis|emrC_Lis||1|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|multidrug_efflux_transporter_outer_membrane_subunit_EmrC	QUATERNARY AMMONIUM
1693892949|WP_140423326_1|1|1|blaPOM-2|blaPOM|hydrolase|2|||subclass_B3_metallo-beta-lactamase_POM-2	BETA-LACTAM
1693892950|WP_140423327_1|1|1|blaVIM-64|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-64	BETA-LACTAM
1693892951|WP_140423328_1|1|1|blaVIM-65|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-65	BETA-LACTAM
1693892952|WP_140423329_1|1|1|mcr-1_20|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_20	COLISTIN
1693892953|WP_140423330_1|1|1|mcr-1_21|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_21	COLISTIN
1693892954|WP_140423331_1|1|1|mcr-3_26|mcr-3||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-3_26	COLISTIN
1698358283|WP_141563014_1|1|1|blaPDC-454|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-454	BETA-LACTAM
1701437318|WP_141989064_1|1|1|blaOXA-935|blaOXA-10_fam|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|OXA-10_family_extended-spectrum_class_D_beta-lactamase_OXA-935	BETA-LACTAM
1705072445|WP_142446236_1|1|1|blaOXY-4-2|blaOXY-4|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-4-2	BETA-LACTAM
1705091653|WP_142464024_1|1|1|blaOXY-3-2|blaOXY-3|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-3-2	BETA-LACTAM
1705093342|WP_142465578_1|1|1|blaOXY-9-1|blaOXY-9|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-9-1	BETA-LACTAM
1705095868|WP_142467842_1|1|1|blaOXY-4-3|blaOXY-4|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-4-3	BETA-LACTAM
1705099628|WP_142471056_1|1|1|blaOXY-4-4|blaOXY-4|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-4-4	BETA-LACTAM
1705111804|WP_142481206_1|1|1|blaOXY-4-5|blaOXY-4|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-4-5	BETA-LACTAM
1705149295|WP_142512117_1|1|1|blaOXY-8-3|blaOXY-8|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-8-3	BETA-LACTAM
1705152794|WP_142515482_1|1|1|blaOXY-8-2|blaOXY-8|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-8-2	BETA-LACTAM
170518246|ACB16424_1|1|1|lpfA-O113|lpfA-O113||1|||long_polar_fimbria_major_subunit_LpfA-O113	VIRULENCE
170518477|ACB16655_1|1|1|eilA|eilA||1|||HilA_family_transcriptional_regulator_EilA	VIRULENCE
170518859|ACB17037_1|1|1|air|air||1|||inverse_autotransporter_adhesin_EaeX_Air	VIRULENCE
170521958|ACB20136_1|1|1|iha|iha||1|||bifunctional_siderophore_receptor_adhesin_Iha	VIRULENCE
1706463212|WP_142836723_1|1|1|blaVIM-78|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-78	BETA-LACTAM
1706506523|WP_142875125_1|1|1|blaVIM-67|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-67	BETA-LACTAM
1707017921|WP_142981135_1|1|1|blaOXY-3-3|blaOXY-3|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_OXY-3-3	BETA-LACTAM
1717190391|WP_144376393_1|1|1|blaOXA-894|blaOXA-48_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-48_family_class_D_beta-lactamase_OXA-894	BETA-LACTAM
1719566088|WP_145850033_1|1|1|blaADC-196|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-196	BETA-LACTAM
1728389596|WP_148044401_1|1|1|blaAQU|blaAQU|hydrolase|2|BETA-LACTAM|BETA-LACTAM|AQU_family_class_C_beta-lactamase	BETA-LACTAM
1728389597|WP_148044402_1|1|1|blaAQU|blaAQU|hydrolase|2|BETA-LACTAM|BETA-LACTAM|AQU_family_class_C_beta-lactamase	BETA-LACTAM
1728389599|WP_148044404_1|1|1|tet(55)|tet(55)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_destructase_Tet(55)	TETRACYCLINE
1728389600|WP_148044405_1|1|1|blaCAM-1|blaCAM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_CAM-1	BETA-LACTAM
1728389601|WP_148044406_1|1|1|blaCMY-165|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-165	BETA-LACTAM
1728389602|WP_148044407_1|1|1|blaCMY-166|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-166	BETA-LACTAM
1728389603|WP_148044408_1|1|1|blaCMY-167|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-167	BETA-LACTAM
1728389604|WP_148044409_1|1|1|blaCTX-M-227|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-227	BETA-LACTAM
1728389605|WP_148044410_1|1|1|blaCTX-M-228|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-228	BETA-LACTAM
1728389606|WP_148044411_1|1|1|blaCTX-M-229|blaCTX-M|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_CTX-M-229	BETA-LACTAM
1728389607|WP_148044412_1|1|1|blaDHA-29|blaDHA|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_DHA-29	BETA-LACTAM
1728389608|WP_148044413_1|1|1|blaGES-42|blaGES|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_A_beta-lactamase_GES-42	BETA-LACTAM
1728389609|WP_148044414_1|1|1|blaGES-43|blaGES|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_A_beta-lactamase_GES-43	BETA-LACTAM
1728389610|WP_148044415_1|1|1|blaIMP-81|blaIMP|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_IMP-81	BETA-LACTAM
1728389611|WP_148044416_1|1|1|blaIMP-82|blaIMP|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_IMP-82	BETA-LACTAM
1728389612|WP_148044417_1|1|1|blaIMP-83|blaIMP|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_IMP-83	BETA-LACTAM
1728389613|WP_148044418_1|1|1|blaIMP-84|blaIMP|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_IMP-84	BETA-LACTAM
1728389614|WP_148044419_1|1|1|blaKPC-41|blaKPC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|inhibitor-resistant_extended-spectrum_class_A_beta-lactamase_KPC-41	BETA-LACTAM
1728389615|WP_148044420_1|1|1|blaKPC-45|blaKPC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_KPC-45	BETA-LACTAM
1728389616|WP_148044421_1|1|1|blaKPC-46|blaKPC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|inhibitor-resistant_extended-spectrum_class_A_beta-lactamase_KPC-46	BETA-LACTAM
1728389617|WP_148044422_1|1|1|blaOXA-835|blaOXA-46_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-46_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-835	BETA-LACTAM
1728389618|WP_148044423_1|1|1|blaOXA-836|blaOXA-10_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-10_family_class_D_beta-lactamase_OXA-836	BETA-LACTAM
1728389619|WP_148044424_1|1|1|blaPAU-1|blaPAU|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_PAU-1	BETA-LACTAM
1728389620|WP_148044425_1|1|1|blaPDC-196|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-196	BETA-LACTAM
1728389621|WP_148044426_1|1|1|blaPDC-334|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-334	BETA-LACTAM
1728389622|WP_148044427_1|1|1|blaPDC-335|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|inhibitor-resistant_class_C_beta-lactamase_PDC-335	BETA-LACTAM
1728389623|WP_148044428_1|1|1|blaPDC-336|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-336	BETA-LACTAM
1728389624|WP_148044429_1|1|1|blaPDC-337|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-337	BETA-LACTAM
1728389625|WP_148044430_1|1|1|blaPDC-338|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-338	BETA-LACTAM
1728389626|WP_148044431_1|1|1|blaPDC-339|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-339	BETA-LACTAM
1728389627|WP_148044432_1|1|1|blaPDC-340|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-340	BETA-LACTAM
1728389628|WP_148044433_1|1|1|blaPDC-341|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-341	BETA-LACTAM
1728389629|WP_148044434_1|1|1|blaPDC-342|blaPDC_var|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-342	BETA-LACTAM
1728389630|WP_148044435_1|1|1|blaPDC-343|blaPDC_var|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-343	BETA-LACTAM
1728389631|WP_148044436_1|1|1|blaPDC-344|blaPDC_var|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-344	BETA-LACTAM
1728389632|WP_148044437_1|1|1|blaPDC-345|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-345	BETA-LACTAM
1728389633|WP_148044438_1|1|1|blaPDC-346|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|inhibitor-resistant_class_C_beta-lactamase_PDC-346	BETA-LACTAM
1728389634|WP_148044439_1|1|1|blaPDC-347|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-347	BETA-LACTAM
1728389635|WP_148044440_1|1|1|blaPDC-348|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-348	BETA-LACTAM
1728389636|WP_148044441_1|1|1|blaPDC-349|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-349	BETA-LACTAM
1728389637|WP_148044442_1|1|1|blaPDC-350|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-350	BETA-LACTAM
1728389638|WP_148044443_1|1|1|blaPDC-351|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-351	BETA-LACTAM
1728389639|WP_148044444_1|1|1|blaPDC-352|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-352	BETA-LACTAM
1728389640|WP_148044445_1|1|1|blaPDC-354|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-354	BETA-LACTAM
1728389641|WP_148044446_1|1|1|blaPDC-355|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-355	BETA-LACTAM
1728389642|WP_148044447_1|1|1|blaPDC-356|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-356	BETA-LACTAM
1728389643|WP_148044448_1|1|1|blaPDC-357|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-357	BETA-LACTAM
1728389644|WP_148044449_1|1|1|blaPDC-358|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-358	BETA-LACTAM
1728389645|WP_148044450_1|1|1|blaPDC-359|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-359	BETA-LACTAM
1728389646|WP_148044451_1|1|1|blaPDC-360|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-360	BETA-LACTAM
1728389647|WP_148044452_1|1|1|blaPDC-362|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-362	BETA-LACTAM
1728389648|WP_148044453_1|1|1|blaPDC-363|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-363	BETA-LACTAM
1728389649|WP_148044454_1|1|1|blaPDC-365|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-365	BETA-LACTAM
1728389650|WP_148044455_1|1|1|blaPDC-366|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-366	BETA-LACTAM
1728389651|WP_148044456_1|1|1|blaPDC-368|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-368	BETA-LACTAM
1728389652|WP_148044457_1|1|1|blaPDC-369|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-369	BETA-LACTAM
1728389653|WP_148044458_1|1|1|blaPDC-370|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-370	BETA-LACTAM
1728389654|WP_148044459_1|1|1|blaPDC-372|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-372	BETA-LACTAM
1728389655|WP_148044460_1|1|1|blaPDC-373|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-373	BETA-LACTAM
1728389656|WP_148044461_1|1|1|blaPDC-375|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-375	BETA-LACTAM
1728389657|WP_148044462_1|1|1|blaPDC-376|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-376	BETA-LACTAM
1728389658|WP_148044463_1|1|1|blaPDC-377|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-377	BETA-LACTAM
1728389659|WP_148044464_1|1|1|blaPDC-378|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-378	BETA-LACTAM
1728389660|WP_148044465_1|1|1|blaPDC-379|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-379	BETA-LACTAM
1728389661|WP_148044466_1|1|1|blaPDC-380|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-380	BETA-LACTAM
1728389662|WP_148044467_1|1|1|blaPDC-381|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|inhibitor-resistant_class_C_beta-lactamase_PDC-381	BETA-LACTAM
1728389663|WP_148044468_1|1|1|blaPDC-382|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-382	BETA-LACTAM
1728389664|WP_148044469_1|1|1|blaPDC-383|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-383	BETA-LACTAM
1728389665|WP_148044470_1|1|1|blaPFM-1|blaPFM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B2_metallo-beta-lactamase_PFM-1	BETA-LACTAM
1728389666|WP_148044471_1|1|1|blaPNGM-1|blaPNGM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B3-like_metallo-beta-lactamase_PNGM-1	BETA-LACTAM
1728389667|WP_148044472_1|1|1|blaTEM-241|blaTEM|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_TEM-241	BETA-LACTAM
1728389668|WP_148044473_1|1|1|blaTEM-242|blaTEM|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_TEM-242	BETA-LACTAM
1728389669|WP_148044474_1|1|1|blaTEM-39|blaTEM|hydrolase|2|||inhibitor-resistant_broad-spectrum_class_A_beta-lactamase_TEM-39	BETA-LACTAM
1728389670|WP_148044475_1|1|1|blaVEB-22|blaVEB|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_VEB-22	BETA-LACTAM
1728389671|WP_148044476_1|1|1|blaVIM-68|blaVIM|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_VIM-68	BETA-LACTAM
1728389672|WP_148044477_1|1|1|mcr-1_22|mcr-1||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-1_22	COLISTIN
1728389673|WP_148044478_1|1|1|mcr-5_4|mcr-5||2|COLISTIN|COLISTIN|phosphoethanolamine--lipid_A_transferase_MCR-5_4	COLISTIN
1730077071|WP_148281568_1|1|1|blaOXA-837|blaOXA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-837	BETA-LACTAM
1731354460|WP_148560450_1|1|1|qnrVC9|qnrVC|target_protection|2|||quinolone_resistance_pentapeptide_repeat_protein_QnrVC9	QUINOLONE
1733483331|WP_148937512_1|1|1|aac(6_)-Ib-G|aac(6_)-Ib-G|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|AAC(6_)-Ib_family_aminoglycoside_6_-N-acetyltransferase	AMINOGLYCOSIDE
17384671|CAC81883_1|1|1|efa1|efa1||1|||lymphostatin_Efa1_LifA	VIRULENCE
1740210185|WP_149100971_1|1|1|dfrA39|dfrA39|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA39	TRIMETHOPRIM
1740855940|WP_149316740_1|1|1|ant(3__)-Ib|ant(3__)-Ib|nucleotidyltransferase|2|SPECTINOMYCIN_STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_nucleotidyltransferase_ANT(3__)-Ib	AMINOGLYCOSIDE
1740856572|WP_149317372_1|1|1|aac(3)-IVb|aac(3)-IVb|acetyltransferase|2|APRAMYCIN_GENTAMICIN_TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IVb	AMINOGLYCOSIDE
1742942|CAA70196_1|1|1|merT|merT||1|MERCURY|MERCURY|mercuric_transport_protein_MerT	STRESS
1752245223|WP_150378267_1|1|1|tet(X5)|tet(X5)|hydroxylation|2|TIGECYCLINE|TETRACYCLINE|tetracycline-inactivating_monooxygenase_Tet(X5)	TETRACYCLINE
1753231480|KAA9473339_1|1|1|arsB_Lm|arsB_Lm||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB	STRESS
1753231481|KAA9473340_1|1|1|arsD|arsD||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_metallochaperone_ArsD	STRESS
1753231482|KAA9473341_1|1|1|arsA|arsA||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_ATPase_subunit_ArsA	STRESS
1753231483|KAA9473342_1|1|1|arsD|arsD||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_metallochaperone_ArsD	STRESS
1753231484|KAA9473343_1|1|1|arsR_Tn7102|arsR_Tn7102||1|ARSENITE|ARSENIC|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR	STRESS
1754587412|WP_150662373_1|1|1|blaOXA-1152|blaOXA-62_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-62_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1152	BETA-LACTAM
1754589361|WP_150664304_1|1|1|blaOXA-1149|blaOXA-62_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-62_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-1149	BETA-LACTAM
1755168567|WP_150823452_1|1|1|blaADC-197|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-197	BETA-LACTAM
1755168568|WP_150823453_1|1|1|blaADC-198|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-198	BETA-LACTAM
1755168569|WP_150823454_1|1|1|blaADC-200|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-200	BETA-LACTAM
1755168570|WP_150823455_1|1|1|blaADC-201|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-201	BETA-LACTAM
1755168571|WP_150823456_1|1|1|blaADC-202|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-202	BETA-LACTAM
1755168572|WP_150823457_1|1|1|blaADC-204|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-204	BETA-LACTAM
1755168573|WP_150823458_1|1|1|blaADC-205|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-205	BETA-LACTAM
1755168574|WP_150823459_1|1|1|blaADC-206|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-206	BETA-LACTAM
1755168575|WP_150823460_1|1|1|blaADC-208|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-208	BETA-LACTAM
1755168576|WP_150823461_1|1|1|blaADC-209|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-209	BETA-LACTAM
1755168577|WP_150823462_1|1|1|blaADC-210|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-210	BETA-LACTAM
1755168578|WP_150823463_1|1|1|blaADC-211|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-211	BETA-LACTAM
1755168579|WP_150823464_1|1|1|blaAXC-4|blaAXC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-4	BETA-LACTAM
1755168580|WP_150823465_1|1|1|blaAXC-5|blaAXC|hydrolase|2|CARBAPENEM|BETA-LACTAM|carbapenem-hydrolyzing_class_A_beta-lactamase_AXC-5	BETA-LACTAM
1755168581|WP_150823466_1|1|1|blaCARB-51|blaPSE|hydrolase|2|BETA-LACTAM|BETA-LACTAM|PSE_family_carbenicillin-hydrolyzing_class_A_beta-lactamase_CARB-51	BETA-LACTAM
1755168582|WP_150823467_1|1|1|blaCARB-52|blaPSE|hydrolase|2|BETA-LACTAM|BETA-LACTAM|PSE_family_carbenicillin-hydrolyzing_class_A_beta-lactamase_CARB-52	BETA-LACTAM
1755168583|WP_150823468_1|1|1|blaEBR-3|blaEBR|hydrolase|2|CARBAPENEM|BETA-LACTAM|subclass_B1_metallo-beta-lactamase_EBR-3	BETA-LACTAM
1755168584|WP_150823469_1|1|1|blaIMP-65|blaIMP|hydrolase|2|||subclass_B1_metallo-beta-lactamase_IMP-65	BETA-LACTAM
1755168585|WP_150823470_1|1|1|blaOXA-838|blaOXA-2_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-2_family_class_D_beta-lactamase_OXA-838	BETA-LACTAM
1755168586|WP_150823471_1|1|1|blaOXA-839|blaOXA-114_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-114_family_class_D_beta-lactamase_OXA-839	BETA-LACTAM
1755168587|WP_150823472_1|1|1|blaOXA-840|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-840	BETA-LACTAM
1755168588|WP_150823473_1|1|1|blaOXA-841|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-841	BETA-LACTAM
1755168589|WP_150823474_1|1|1|blaOXA-843|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-843	BETA-LACTAM
1755168590|WP_150823475_1|1|1|blaOXA-844|blaOXA-213_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-213_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-844	BETA-LACTAM
1755168591|WP_150823476_1|1|1|blaOXA-845|blaOXA-214_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-214_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-845	BETA-LACTAM
1755168592|WP_150823477_1|1|1|blaOXA-849|blaOXA-50_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|OXA-50_family_oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-849	BETA-LACTAM
1755168593|WP_150823478_1|1|1|blaPDC-318|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-318	BETA-LACTAM
1755168594|WP_150823479_1|1|1|blaPDC-320|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-320	BETA-LACTAM
1755168595|WP_150823480_1|1|1|blaPDC-321|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-321	BETA-LACTAM
1755168596|WP_150823481_1|1|1|blaPDC-323|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-323	BETA-LACTAM
